Instrument Id,Instrument Type,Currency,Face Value,Book Value,Instrument Issue Date,Instrument Maturity Date,Next principal payment Amount,Next Interest Payment Amount,Accrued Interest,Rating Agency,Credit Rating,Customer Type,Next principal payment due date,Next interest payment due date,Principal Amount Less than 6 months,Principal Amount 6 months to 1 year,Principal Amount More than 1 year
000TTC1VND1900013,Tiền vay các TCTD khác,VND," 262,729,227 "," 262,729,227 ",3/5/2019,3/5/2024," 15,454,500 ",," 724,497 ",,,Định chế tài chính,10/20/2022,10/20/2022," 92,727,000 "," 92,727,000 "," 77,275,227 "
000TTC1VND1900014,Tiền vay các TCTD khác,VND," 429,443,100 "," 429,443,100 ",12/4/2019,12/4/2024," 15,905,300 ",," 1,158,337 ",,,Định chế tài chính,10/20/2022,10/20/2022," 95,431,800 "," 95,431,800 "," 238,579,500 "
000TTC1VND1900015,Tiền vay các TCTD khác,VND," 1,606,500,000 "," 1,606,500,000 ",12/4/2019,12/4/2024," 59,500,000 ",," 4,333,157 ",,,Định chế tài chính,10/20/2022,10/20/2022," 357,000,000 "," 357,000,000 "," 892,500,000 "
000TTC1VND2000016,Tiền vay các TCTD khác,VND," 1,482,425,800 "," 1,482,425,800 ",2/28/2020,2/28/2025," 51,118,200 ",," 4,043,160 ",,,Định chế tài chính,10/20/2022,10/20/2022," 306,709,200 "," 306,709,200 "," 869,007,400 "
000TTC1VND2000018,Tiền vay các TCTD khác,VND," 609,682,000 "," 609,682,000 ",3/31/2020,3/31/2025," 20,322,700 ",," 1,644,463 ",,,Định chế tài chính,10/20/2022,10/20/2022," 121,936,200 "," 121,936,200 "," 365,809,600 "
000TTC1VND2000020,Tiền vay các TCTD khác,VND," 493,064,300 "," 493,064,300 ",4/15/2020,4/15/2025," 15,905,300 ",," 1,329,937 ",,,Định chế tài chính,10/20/2022,10/20/2022," 95,431,800 "," 95,431,800 "," 302,200,700 "
000TTC1VND2000022,Tiền vay các TCTD khác,VND," 1,269,592,000 "," 1,269,592,000 ",4/27/2020,4/27/2025," 40,954,500 ",," 3,424,410 ",,,Định chế tài chính,10/20/2022,10/20/2022," 245,727,000 "," 245,727,000 "," 778,138,000 "
000TTC1VND2000025,Tiền vay các TCTD khác,VND," 1,269,592,000 "," 1,269,592,000 ",4/27/2020,4/27/2025," 40,954,500 ",," 3,424,410 ",,,Định chế tài chính,10/20/2022,10/20/2022," 245,727,000 "," 245,727,000 "," 778,138,000 "
000TTC1VND2000027,Tiền vay các TCTD khác,VND," 1,764,651,000 "," 1,764,651,000 ",7/21/2020,7/21/2025," 51,901,500 ",," 4,759,737 ",,,Định chế tài chính,10/20/2022,10/20/2022," 311,409,000 "," 311,409,000 "," 1,141,833,000 "
000TTC1VND2000028,Tiền vay các TCTD khác,VND," 1,422,230,200 "," 1,422,230,200 ",7/21/2020,7/21/2025," 41,830,300 ",," 3,836,140 ",,,Định chế tài chính,10/20/2022,10/20/2022," 250,981,800 "," 250,981,800 "," 920,266,600 "
000TTC1VND2000029,Tiền vay các TCTD khác,VND," 611,536,600 "," 611,536,600 ",9/16/2020,9/16/2025," 16,987,100 ",," 1,649,487 ",,,Định chế tài chính,10/20/2022,10/20/2022," 101,922,600 "," 101,922,600 "," 407,691,400 "
000TTC1VND2000030,Tiền vay các TCTD khác,VND," 572,590,800 "," 572,590,800 ",9/30/2020,9/30/2025," 15,905,300 ",," 1,544,437 ",,,Định chế tài chính,10/20/2022,10/20/2022," 95,431,800 "," 95,431,800 "," 381,727,200 "
000TTC1VND2000037,Tiền vay các TCTD khác,VND," 4,299,454,600 "," 4,299,454,600 ",12/11/2020,12/11/2025," 110,242,400 ",," 12,244,613 ",,,Định chế tài chính,10/20/2022,10/20/2022," 661,454,400 "," 661,454,400 "," 2,976,545,800 "
000TTC1VND2000036,Tiền vay các TCTD khác,VND," 853,864,100 "," 853,864,100 ",12/16/2020,12/16/2025," 21,893,900 ",," 2,431,770 ",,,Định chế tài chính,10/20/2022,10/20/2022," 131,363,400 "," 131,363,400 "," 591,137,300 "
000TTC1VND2100040,Tiền vay các TCTD khác,VND," 620,306,700 "," 620,306,700 ",12/22/2020,12/22/2025," 15,905,300 ",," 1,766,600 ",,,Định chế tài chính,10/20/2022,10/20/2022," 95,431,800 "," 95,431,800 "," 429,443,100 "
000TTC1VND2100041,Tiền vay các TCTD khác,VND," 456,467,300 "," 456,467,300 ",3/5/2021,3/5/2026," 11,133,300 ",," 1,313,767 ",,,Định chế tài chính,10/20/2022,10/20/2022," 66,799,800 "," 66,799,800 "," 322,867,700 "
000TTC1VND2100042,Tiền vay các TCTD khác,VND," 1,916,105,800 "," 1,916,105,800 ",4/16/2021,4/16/2026," 44,560,600 ",," 5,456,953 ",,,Định chế tài chính,10/20/2022,10/20/2022," 267,363,600 "," 267,363,600 "," 1,381,378,600 "
000TTC1VND2100044,Tiền vay các TCTD khác,VND," 2,821,549,200 "," 2,821,549,200 ",4/20/2021,4/16/2026," 65,617,400 ",," 8,035,610 ",,,Định chế tài chính,10/20/2022,10/20/2022," 393,704,400 "," 393,704,400 "," 2,034,140,400 "
000TTC1VND2100045,Tiền vay các TCTD khác,VND," 1,461,436,600 "," 1,461,436,600 ",5/27/2021,4/16/2026," 33,986,900 ",," 4,162,107 ",,,Định chế tài chính,10/20/2022,10/20/2022," 203,921,400 "," 203,921,400 "," 1,053,593,800 "
000TTC1VND2100047,Tiền vay các TCTD khác,VND," 643,050,500 "," 643,050,500 ",10/8/2021,10/8/2026," 13,123,500 ",," 1,831,390 ",,,Định chế tài chính,10/20/2022,10/20/2022," 78,741,000 "," 78,741,000 "," 485,568,500 "
000TTC1VND2100048,Tiền vay các TCTD khác,VND," 643,050,500 "," 643,050,500 ",10/29/2021,10/29/2026," 13,123,500 ",," 1,821,673 ",,,Định chế tài chính,10/20/2022,10/20/2022," 78,741,000 "," 78,741,000 "," 485,568,500 "
000TTC1VND2100050,Tiền vay các TCTD khác,VND," 1,091,734,700 "," 1,091,734,700 ",11/4/2021,11/4/2026," 22,280,300 ",," 3,092,760 ",,,Định chế tài chính,10/20/2022,10/20/2022," 133,681,800 "," 133,681,800 "," 824,371,100 "
000TTC1VND2100051,Tiền vay các TCTD khác,VND," 656,174,000 "," 656,174,000 ",11/19/2021,11/19/2026," 13,123,500 ",," 1,858,853 ",,,Định chế tài chính,10/20/2022,10/20/2022," 78,741,000 "," 78,741,000 "," 498,692,000 "
000TTC1VND2100052,Tiền vay các TCTD khác,VND," 1,564,772,000 "," 1,564,772,000 ",12/3/2021,12/3/2026," 31,295,500 ",," 4,432,817 ",,,Định chế tài chính,10/20/2022,10/20/2022," 187,773,000 "," 187,773,000 "," 1,189,226,000 "
000TTC1VND2200053,Tiền vay các TCTD khác,VND," 3,683,179,063 "," 3,683,179,063 ",3/7/2022,3/7/2027," 69,493,900 ",," 9,989,980 ",,,Định chế tài chính,10/20/2022,10/20/2022," 416,963,400 "," 416,963,400 "," 2,849,252,263 "
000TTC1VND2200054,Tiền vay các TCTD khác,VND," 1,458,289,400 "," 1,458,289,400 ",5/20/2022,5/20/2027," 26,040,900 ",," 3,955,343 ",,,Định chế tài chính,10/20/2022,10/20/2022," 156,245,400 "," 156,245,400 "," 1,145,798,600 "
000TTC1VND2200055,Tiền vay các TCTD khác,VND," 5,441,540,400 "," 5,441,540,400 ",5/31/2022,5/31/2027," 97,170,400 ",," 14,759,250 ",,,Định chế tài chính,10/20/2022,10/20/2022," 583,022,400 "," 583,022,400 "," 4,275,495,600 "
000TTC1VND2200057,Tiền vay các TCTD khác,VND," 2,701,243,500 "," 2,701,243,500 ",6/22/2022,5/31/2027," 48,236,500 ",," 7,326,660 ",,,Định chế tài chính,10/20/2022,10/20/2022," 289,419,000 "," 289,419,000 "," 2,122,405,500 "
000TTC1VND2200056,Tiền vay các TCTD khác,VND," 638,658,500 "," 638,658,500 ",6/13/2022,6/13/2027," 11,204,500 ",," 1,732,243 ",,,Định chế tài chính,10/20/2022,10/20/2022," 67,227,000 "," 67,227,000 "," 504,204,500 "
000TTC1VND2200058,Tiền vay các TCTD khác,VND," 1,800,839,300 "," 1,800,839,300 ",8/25/2022,8/25/2027," 569,160,700 ",," 4,884,477 ",,,Định chế tài chính,10/20/2022,10/20/2022," 1,800,839,300 ", -   , -   
000000305100005,Tiền gửi của TCTD khác,VND," 2,010,750,002,055 "," 2,010,750,002,055 ",11/12/2013,," 2,010,750,002,055 ",,,,,Ngân hàng,,," 583,022,400 "," 583,022,400 "," 4,469,836,400 "
000000315900001,Tiền gửi của TCTD khác,VND," 2,509,329,695,698 "," 2,509,329,695,698 ",12/5/2011,," 2,509,329,695,698 ",,,,,Ngân hàng,,," 67,227,000 "," 67,227,000 "," 526,613,500 "
 000000335400004 , Tiền gửi của TCTD khác , VND ," 19,946,916 "," 19,946,916 ",5/9/2013,," 19,946,916 ",,,,, Ngân hàng ,,,,,
 000000435200005 , Tiền gửi của TCTD khác , VND ," 66,754,241 "," 66,754,241 ",10/8/2010,," 66,754,241 ",,,,, Ngân hàng ,,,,,
 000000940200027 , Tiền gửi của TCTD khác , VND ," 506,255,403,782 "," 506,255,403,782 ",6/19/2021,," 506,255,403,782 ",,,,, Ngân hàng ,,,,,
 000000991100019 , Tiền gửi của TCTD khác , VND ," 2,053,391 "," 2,053,391 ",12/17/2019,," 2,053,391 ",,,,, Ngân hàng ,,,,,
 000002392500007 , Tiền gửi của TCTD khác , VND ," 573,927,939 "," 573,927,939 ",12/19/2018,," 573,927,939 ",,,,, Ngân hàng ,,,,,
 000008726100001 , Tiền gửi của TCTD khác , VND ," 2,506,996,045,505 "," 2,506,996,045,505 ",3/20/2015,," 2,506,996,045,505 ",,,,, Ngân hàng ,,,,,
 100114557000001 , Tiền gửi của TCTD khác , VND ," 18,839,912 "," 18,839,912 ",8/24/2021,," 18,839,912 ",,,,, Ngân hàng ,,,,,
 403075127300004 , Tiền gửi của TCTD khác , VND ," 1,142,573,127 "," 1,142,573,127 ",9/21/2021,," 1,142,573,127 ",,,,, Ngân hàng ,,,,,
 410007621000001 , Tiền gửi của TCTD khác , VND ," 4,708,668 "," 4,708,668 ",2/2/2010,," 4,708,668 ",,,,, Ngân hàng ,,,,,
 410009304700001 , Tiền gửi của TCTD khác , VND ," 1,114,826 "," 1,114,826 ",2/17/2011,," 1,114,826 ",,,,, Ngân hàng ,,,,,
 411032536000006 , Tiền gửi của TCTD khác , VND ," 98,850,177 "," 98,850,177 ",7/23/2020,," 98,850,177 ",,,,, Ngân hàng ,,,,,
 416113745700001 , Tiền gửi của TCTD khác , VND ," 4,802,341 "," 4,802,341 ",8/6/2021,," 4,802,341 ",,,,, Ngân hàng ,,,,,
 501021338600001 , Tiền gửi của TCTD khác , VND ," 1,293,100 "," 1,293,100 ",11/12/2014,," 1,293,100 ",,,,, Ngân hàng ,,,,,
 501023502500001 , Tiền gửi của TCTD khác , VND ," 1,921,107,042 "," 1,921,107,042 ",4/10/2015,," 1,921,107,042 ",,,,, Ngân hàng ,,,,,
 501028523500001 , Tiền gửi của TCTD khác , VND ," 11,956,741,148 "," 11,956,741,148 ",4/8/2016,," 11,956,741,148 ",,,,, Ngân hàng ,,,,,
 501128794500002 , Tiền gửi của TCTD khác , VND ," 50,035,352 "," 50,035,352 ",5/19/2022,," 50,035,352 ",,,,, Ngân hàng ,,,,,
 508059966456789 , Tiền gửi của TCTD khác , VND ," 4,416,961,357 "," 4,416,961,357 ",8/11/2020,," 4,416,961,357 ",,,,, Ngân hàng ,,,,,
 720055839000002 , Tiền gửi của TCTD khác , VND ," 3,968,039,322 "," 3,968,039,322 ",7/4/2019,," 3,968,039,322 ",,,,, Ngân hàng ,,,,,
 801000991100016 , Tiền gửi của TCTD khác , VND ," 100,090,262 "," 100,090,262 ",8/30/2017,," 100,090,262 ",,,,, Ngân hàng ,,,,,
 915051469466666 , Tiền gửi của TCTD khác , VND ," 26,902,529 "," 26,902,529 ",3/22/2019,," 26,902,529 ",,,,, Ngân hàng ,,,,,
 000000797800005 , Tiền gửi của TCTD khác , VND ," 18,830,000 "," 18,830,000 ",5/28/2015,," 18,830,000 ",,,,, Ngân hàng ,,,,,
 706043002700001 , Tiền gửi của TCTD khác , VND ," 150,311,000 "," 150,311,000 ",6/14/2018,," 150,311,000 ",,,,, Ngân hàng ,,,,,
 100000662800057 , Tiền gửi của TCTD khác , VND ," 2,000,000,000,000 "," 2,000,000,000,000 ",5/8/2018,," 2,000,000,000,000 ",,,,, Ngân hàng ,,,,,
