Instrument Id,Instrument Type,Currency,Face Value,Book Value,Instrument Issue Date,Instrument Maturity Date,Next Principal Payment Amount,Next Interest Payment Amount,Rating Agency,Credit Rating,Customer Type,Next Principal Payment Due Date,Next Interest Payment Due Date,Accrued Interest,Included in Capital Tier 2
412025954500008,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",7/30/2019,7/30/2025," 110,000,000 ",,,,Khách hàng cá nhân,7/30/2025,7/30/2023," 1,423,973 ", Yes 
412025954500010,Chứng chỉ tiền gửi,VND,"30,000,000 "," 30,000,000 ",12/21/2019,12/21/2025," 30,000,000 ",,,,Khách hàng cá nhân,12/21/2025,12/21/2022," 1,657,315 ", Yes 
412025956600013,Chứng chỉ tiền gửi,VND,"240,000,000 "," 240,000,000 ",1/4/2022,1/4/2029," 240,000,000 ",,,,Khách hàng cá nhân,1/4/2029,1/4/2023," 12,782,466 ", Yes 
412025956800011,Chứng chỉ tiền gửi,VND,"40,000,000 "," 40,000,000 ",10/31/2019,10/31/2025," 40,000,000 ",,,,Khách hàng cá nhân,10/31/2025,10/31/2022," 2,606,575 ", Yes 
412027650300061,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",10/1/2020,10/1/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,10/1/2026,10/1/2022," 71,000,000 ", Yes 
412027650300068,Chứng chỉ tiền gửi,VND,"600,000,000 "," 600,000,000 ",10/30/2019,10/30/2025," 600,000,000 ",,,,Khách hàng cá nhân,10/30/2025,10/30/2022," 39,215,342 ", Yes 
412027654500065,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",10/22/2019,10/22/2025," 500,000,000 ",,,,Khách hàng cá nhân,10/22/2025,10/22/2022," 33,457,534 ", Yes 
412027654500076,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",9/23/2019,9/23/2025," 100,000,000 ",,,,Khách hàng cá nhân,9/23/2025,9/23/2023," 168,767 ", Yes 
412027654500082,Chứng chỉ tiền gửi,VND,"880,000,000 "," 880,000,000 ",5/11/2020,5/11/2026," 880,000,000 ",,,,Khách hàng cá nhân,5/11/2026,5/11/2023," 25,512,767 ", Yes 
412027654500088,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",5/12/2020,5/12/2026," 300,000,000 ",,,,Khách hàng cá nhân,5/12/2026,5/12/2023," 8,636,712 ", Yes 
412027848400010,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/23/2021,3/23/2027," 100,000,000 ",,,,Khách hàng cá nhân,3/23/2027,3/23/2023," 3,787,397 ", Yes 
412028043200006,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",5/11/2020,5/11/2026," 150,000,000 ",,,,Khách hàng cá nhân,5/11/2026,5/11/2023," 4,348,767 ", Yes 
412028378100022,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/19/2019,10/19/2025," 100,000,000 ",,,,Khách hàng cá nhân,10/19/2025,10/19/2022," 6,749,863 ", Yes 
412029507700013,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/22/2020,10/22/2026," 100,000,000 ",,,,Khách hàng cá nhân,10/22/2026,10/22/2022," 6,691,507 ", Yes 
412029507700015,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/4/2019,12/4/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/4/2025,12/4/2022," 5,855,068 ", Yes 
412029507700022,Chứng chỉ tiền gửi,VND,"170,000,000 "," 170,000,000 ",9/20/2019,9/20/2025," 170,000,000 ",,,,Khách hàng cá nhân,9/20/2025,9/20/2023," 394,493 ", Yes 
412029507700023,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",9/19/2019,9/19/2025," 100,000,000 ",,,,Khách hàng cá nhân,9/19/2025,9/19/2023," 253,151 ", Yes 
412029573500033,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",2/8/2017,2/8/2024," 400,000,000 ",,,,Khách hàng cá nhân,2/8/2024,2/8/2023," 18,640,000 ", Yes 
412029573500035,Chứng chỉ tiền gửi,VND,"930,000,000 "," 930,000,000 ",5/18/2020,5/18/2026," 930,000,000 ",,,,Khách hàng cá nhân,5/18/2026,5/18/2023," 25,642,521 ", Yes 
412029573500036,Chứng chỉ tiền gửi,VND,"450,000,000 "," 450,000,000 ",5/18/2020,5/18/2026," 450,000,000 ",,,,Khách hàng cá nhân,5/18/2026,5/18/2023," 12,407,671 ", Yes 
412029573500037,Chứng chỉ tiền gửi,VND,"470,000,000 "," 470,000,000 ",5/22/2020,5/22/2026," 470,000,000 ",,,,Khách hàng cá nhân,5/22/2026,5/22/2023," 12,577,973 ", Yes 
412029573500041,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",1/23/2017,1/23/2024," 500,000,000 ",,,,Khách hàng cá nhân,1/23/2024,1/23/2023," 24,800,000 ", Yes 
412029573500043,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/23/2017,1/23/2024," 100,000,000 ",,,,Khách hàng cá nhân,1/23/2024,1/23/2023," 4,960,000 ", Yes 
412029573500045,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",1/6/2020,1/6/2026," 400,000,000 ",,,,Khách hàng cá nhân,1/6/2026,1/6/2023," 21,146,301 ", Yes 
412029573500047,Chứng chỉ tiền gửi,VND,"260,000,000 "," 260,000,000 ",1/21/2020,1/21/2026," 260,000,000 ",,,,Khách hàng cá nhân,1/21/2026,1/21/2023," 12,975,781 ", Yes 
412029573500048,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/10/2017,2/10/2024," 100,000,000 ",,,,Khách hàng cá nhân,2/10/2024,2/10/2023," 4,620,000 ", Yes 
412029573500049,Chứng chỉ tiền gửi,VND,"1,300,000,000 "," 1,300,000,000 ",3/6/2017,3/6/2024," 1,300,000,000 ",,,,Khách hàng cá nhân,3/6/2024,3/6/2023," 53,300,000 ", Yes 
412029573500053,Chứng chỉ tiền gửi,VND,"560,000,000 "," 560,000,000 ",12/28/2016,12/28/2023," 560,000,000 ",,,,Khách hàng cá nhân,12/28/2023,12/28/2022," 30,576,000 ", Yes 
412029573500056,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/6/2017,3/6/2024," 200,000,000 ",,,,Khách hàng cá nhân,3/6/2024,3/6/2023," 8,200,000 ", Yes 
412029573500058,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/25/2017,2/25/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,2/25/2024,2/25/2023," 43,200,000 ", Yes 
412029573500059,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",1/23/2017,1/23/2024," 300,000,000 ",,,,Khách hàng cá nhân,1/23/2024,1/23/2023," 14,880,000 ", Yes 
412029875700002,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/7/2020,1/7/2026," 100,000,000 ",,,,Khách hàng cá nhân,1/7/2026,1/7/2023," 5,266,849 ", Yes 
412029894900007,Chứng chỉ tiền gửi,VND,"190,000,000 "," 190,000,000 ",3/23/2021,3/23/2027," 190,000,000 ",,,,Khách hàng cá nhân,3/23/2027,3/23/2023," 7,196,055 ", Yes 
412029995500005,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",12/21/2019,12/21/2025," 1,000,000,000 ",,,,Khách hàng cá nhân,12/21/2025,12/21/2022," 55,243,836 ", Yes 
412030115700016,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/30/2019,12/30/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/30/2025,12/30/2022," 5,424,658 ", Yes 
412030148300031,Chứng chỉ tiền gửi,VND,"550,000,000 "," 550,000,000 ",8/9/2019,8/9/2025," 550,000,000 ",,,,Khách hàng cá nhân,8/9/2025,8/9/2023," 5,989,726 ", Yes 
412030148300032,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",8/20/2019,8/20/2025," 100,000,000 ",,,,Khách hàng cá nhân,8/20/2025,8/20/2023," 863,014 ", Yes 
412030148300035,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",10/3/2019,10/3/2025," 150,000,000 ",,,,Khách hàng cá nhân,10/3/2025,10/3/2022," 10,591,644 ", Yes 
412030148300036,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",11/4/2019,11/4/2025," 200,000,000 ",,,,Khách hàng cá nhân,11/4/2025,11/4/2022," 12,877,260 ", Yes 
412030148300038,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",1/3/2020,1/3/2026," 150,000,000 ",,,,Khách hàng cá nhân,1/3/2026,1/3/2023," 8,018,630 ", Yes 
412030148300041,Chứng chỉ tiền gửi,VND,"120,000,000 "," 120,000,000 ",3/4/2020,3/4/2026," 120,000,000 ",,,,Khách hàng cá nhân,3/4/2026,3/4/2023," 4,994,630 ", Yes 
412030148300046,Chứng chỉ tiền gửi,VND,"450,000,000 "," 450,000,000 ",10/7/2020,10/7/2026," 450,000,000 ",,,,Khách hàng cá nhân,10/7/2026,10/7/2022," 31,424,795 ", Yes 
412030148300049,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",12/29/2021,12/29/2028," 200,000,000 ",,,,Khách hàng cá nhân,12/29/2028,12/29/2022," 10,888,767 ", Yes 
412030148300052,Chứng chỉ tiền gửi,VND,"130,000,000 "," 130,000,000 ",1/21/2022,1/21/2029," 130,000,000 ",,,,Khách hàng cá nhân,1/21/2029,1/21/2023," 6,487,890 ", Yes 
412030341100007,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",10/17/2019,10/17/2025," 200,000,000 ",,,,Khách hàng cá nhân,10/17/2025,10/17/2022," 13,577,534 ", Yes 
412030718500042,Chứng chỉ tiền gửi,VND,"180,000,000 "," 180,000,000 ",5/7/2020,5/7/2026," 180,000,000 ",,,,Khách hàng cá nhân,5/7/2026,5/7/2023," 5,364,493 ", Yes 
412031809900034,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",5/11/2020,5/11/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,5/11/2026,5/11/2023," 28,991,781 ", Yes 
412031835800026,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",10/16/2020,10/16/2026," 70,000,000 ",,,,Khách hàng cá nhân,10/16/2026,10/16/2022," 4,765,753 ", Yes 
412032025000011,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",5/21/2020,5/21/2026," 50,000,000 ",,,,Khách hàng cá nhân,5/21/2026,5/21/2023," 1,348,219 ", Yes 
412032025000012,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",5/25/2020,5/25/2026," 300,000,000 ",,,,Khách hàng cá nhân,5/25/2026,5/25/2023," 7,846,027 ", Yes 
412032712900003,Chứng chỉ tiền gửi,VND,"250,000,000 "," 250,000,000 ",1/14/2017,1/14/2024," 250,000,000 ",,,,Khách hàng cá nhân,1/14/2024,1/14/2023," 12,850,000 ", Yes 
412032712900005,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",1/21/2017,1/21/2024," 400,000,000 ",,,,Khách hàng cá nhân,1/21/2024,1/21/2023," 20,000,000 ", Yes 
412032712900006,Chứng chỉ tiền gửi,VND,"600,000,000 "," 600,000,000 ",2/11/2017,2/11/2024," 600,000,000 ",,,,Khách hàng cá nhân,2/11/2024,2/11/2023," 27,600,000 ", Yes 
412032712900007,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/18/2017,3/18/2024," 300,000,000 ",,,,Khách hàng cá nhân,3/18/2024,3/18/2023," 11,580,000 ", Yes 
412032712900023,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/4/2017,2/4/2024," 200,000,000 ",,,,Khách hàng cá nhân,2/4/2024,2/4/2023," 9,480,000 ", Yes 
412032712900024,Chứng chỉ tiền gửi,VND,"360,000,000 "," 360,000,000 ",3/16/2017,3/16/2024," 360,000,000 ",,,,Khách hàng cá nhân,3/16/2024,3/16/2023," 14,040,000 ", Yes 
412032712900042,Chứng chỉ tiền gửi,VND,"700,000,000 "," 700,000,000 ",1/14/2022,1/14/2029," 700,000,000 ",,,,Khách hàng cá nhân,1/14/2029,1/14/2023," 35,901,370 ", Yes 
412032712900043,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",1/22/2022,1/22/2029," 300,000,000 ",,,,Khách hàng cá nhân,1/22/2029,1/22/2023," 14,912,877 ", Yes 
412032712900044,Chứng chỉ tiền gửi,VND,"1,300,000,000 "," 1,300,000,000 ",1/24/2022,1/24/2029," 1,300,000,000 ",,,,Khách hàng cá nhân,1/24/2029,1/24/2023," 64,109,589 ", Yes 
412032712900045,Chứng chỉ tiền gửi,VND,"1,600,000,000 "," 1,600,000,000 ",2/18/2022,2/18/2029," 1,600,000,000 ",,,,Khách hàng cá nhân,2/18/2029,2/18/2023," 71,013,699 ", Yes 
412033034600011,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/2/2019,12/2/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/2/2025,12/2/2022," 5,893,973 ", Yes 
412033071000010,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",5/19/2020,5/19/2026," 200,000,000 ",,,,Khách hàng cá nhân,5/19/2026,5/19/2023," 5,473,973 ", Yes 
412033467000002,Chứng chỉ tiền gửi,VND,"250,000,000 "," 250,000,000 ",1/14/2017,1/14/2024," 250,000,000 ",,,,Khách hàng cá nhân,1/14/2024,1/14/2023," 12,850,000 ", Yes 
412033942200032,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/16/2020,10/16/2026," 100,000,000 ",,,,Khách hàng cá nhân,10/16/2026,10/16/2022," 6,808,219 ", Yes 
412034074000010,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",1/7/2020,1/7/2026," 50,000,000 ",,,,Khách hàng cá nhân,1/7/2026,1/7/2023," 2,633,425 ", Yes 
412034074000011,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",1/21/2020,1/21/2026," 100,000,000 ",,,,Khách hàng cá nhân,1/21/2026,1/21/2023," 4,990,685 ", Yes 
412034074000021,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",2/2/2017,2/2/2024," 500,000,000 ",,,,Khách hàng cá nhân,2/2/2024,2/2/2023," 23,900,000 ", Yes 
412034074000022,Chứng chỉ tiền gửi,VND,"260,000,000 "," 260,000,000 ",1/21/2022,1/21/2029," 260,000,000 ",,,,Khách hàng cá nhân,1/21/2029,1/21/2023," 12,975,781 ", Yes 
412034074000024,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/8/2022,2/8/2029," 200,000,000 ",,,,Khách hàng cá nhân,2/8/2029,2/8/2023," 9,271,233 ", Yes 
412034695300005,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",10/16/2019,10/16/2025," 200,000,000 ",,,,Khách hàng cá nhân,10/16/2025,10/16/2022," 13,616,438 ", Yes 
412034695300006,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",10/16/2019,10/16/2025," 20,000,000 ",,,,Khách hàng cá nhân,10/16/2025,10/16/2022," 1,361,644 ", Yes 
412034981800006,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",5/22/2020,5/22/2026," 200,000,000 ",,,,Khách hàng cá nhân,5/22/2026,5/22/2023," 5,352,329 ", Yes 
412035130100005,Chứng chỉ tiền gửi,VND,"250,000,000 "," 250,000,000 ",3/13/2017,3/13/2024," 250,000,000 ",,,,Khách hàng cá nhân,3/13/2024,3/13/2023," 9,900,000 ", Yes 
412035130100007,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",3/6/2017,3/6/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,3/6/2024,3/6/2023," 41,000,000 ", Yes 
412036120700026,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/11/2017,3/11/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/11/2024,3/11/2023," 4,000,000 ", Yes 
412036120700030,Chứng chỉ tiền gửi,VND,"320,000,000 "," 320,000,000 ",3/6/2017,3/6/2024," 320,000,000 ",,,,Khách hàng cá nhân,3/6/2024,3/6/2023," 13,120,000 ", Yes 
412036476300022,Chứng chỉ tiền gửi,VND,"4,000,000,000 "," 4,000,000,000 ",2/13/2017,2/13/2024," 4,000,000,000 ",,,,Khách hàng cá nhân,2/13/2024,2/13/2023," 182,400,000 ", Yes 
412036806200026,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",2/7/2022,2/7/2029," 500,000,000 ",,,,Khách hàng cá nhân,2/7/2029,2/7/2023," 23,276,712 ", Yes 
412037137800017,Chứng chỉ tiền gửi,VND,"870,000,000 "," 870,000,000 ",7/26/2019,7/26/2025," 870,000,000 ",,,,Khách hàng cá nhân,7/26/2025,7/26/2023," 11,977,397 ", Yes 
412037137800019,Chứng chỉ tiền gửi,VND,"140,000,000 "," 140,000,000 ",12/10/2019,12/10/2025," 140,000,000 ",,,,Khách hàng cá nhân,12/10/2025,12/10/2022," 8,033,699 ", Yes 
412037137800020,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/31/2019,12/31/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/31/2025,12/31/2022," 5,404,932 ", Yes 
412037137800024,Chứng chỉ tiền gửi,VND,"900,000,000 "," 900,000,000 ",3/7/2022,3/7/2029," 900,000,000 ",,,,Khách hàng cá nhân,3/7/2029,3/7/2023," 36,927,123 ", Yes 
412037791700005,Chứng chỉ tiền gửi,VND,"2,500,000,000 "," 2,500,000,000 ",5/15/2020,5/15/2026," 2,500,000,000 ",,,,Khách hàng cá nhân,5/15/2026,5/15/2023," 70,452,055 ", Yes 
412037791700006,Chứng chỉ tiền gửi,VND,"720,000,000 "," 720,000,000 ",5/25/2020,5/25/2026," 720,000,000 ",,,,Khách hàng cá nhân,5/25/2026,5/25/2023," 18,830,466 ", Yes 
412038677200017,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",9/9/2019,9/9/2025," 500,000,000 ",,,,Khách hàng cá nhân,9/9/2025,9/9/2023," 2,260,274 ", Yes 
412038677200018,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/14/2019,10/14/2025," 100,000,000 ",,,,Khách hàng cá nhân,10/14/2025,10/14/2022," 6,847,123 ", Yes 
412038677200019,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",12/12/2019,12/12/2025," 150,000,000 ",,,,Khách hàng cá nhân,12/12/2025,12/12/2022," 8,549,178 ", Yes 
412038677200020,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/10/2020,2/10/2026," 100,000,000 ",,,,Khách hàng cá nhân,2/10/2026,2/10/2023," 4,596,164 ", Yes 
412038677200024,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/28/2022,2/28/2029," 100,000,000 ",,,,Khách hàng cá nhân,2/28/2029,2/28/2023," 4,241,096 ", Yes 
412041122500010,Chứng chỉ tiền gửi,VND,"700,000,000 "," 700,000,000 ",2/25/2017,2/25/2024," 700,000,000 ",,,,Khách hàng cá nhân,2/25/2024,2/25/2023," 30,240,000 ", Yes 
412041193900005,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/24/2019,10/24/2025," 100,000,000 ",,,,Khách hàng cá nhân,10/24/2025,10/24/2022," 6,652,603 ", Yes 
412041973900004,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",9/12/2019,9/12/2025," 50,000,000 ",,,,Khách hàng cá nhân,9/12/2025,9/12/2023," 195,205 ", Yes 
412041973900014,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",10/9/2019,10/9/2025," 10,000,000 ",,,,Khách hàng cá nhân,10/9/2025,10/9/2022," 694,438 ", Yes 
412042240000013,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/28/2017,2/28/2024," 100,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 4,260,000 ", Yes 
412042240000016,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",3/9/2017,3/9/2024," 500,000,000 ",,,,Khách hàng cá nhân,3/9/2024,3/9/2023," 20,200,000 ", Yes 
412042240000017,Chứng chỉ tiền gửi,VND,"2,000,000,000 "," 2,000,000,000 ",3/6/2017,3/6/2024," 2,000,000,000 ",,,,Khách hàng cá nhân,3/6/2024,3/6/2023," 82,000,000 ", Yes 
412042240000019,Chứng chỉ tiền gửi,VND,"2,600,000,000 "," 2,600,000,000 ",2/25/2017,2/25/2024," 2,600,000,000 ",,,,Khách hàng cá nhân,2/25/2024,2/25/2023," 112,320,000 ", Yes 
412042240000020,Chứng chỉ tiền gửi,VND,"2,600,000,000 "," 2,600,000,000 ",2/25/2017,2/25/2024," 2,600,000,000 ",,,,Khách hàng cá nhân,2/25/2024,2/25/2023," 112,320,000 ", Yes 
412042240000021,Chứng chỉ tiền gửi,VND,"1,500,000,000 "," 1,500,000,000 ",2/28/2017,2/28/2024," 1,500,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 63,900,000 ", Yes 
412042240000022,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",2/25/2017,2/25/2024," 500,000,000 ",,,,Khách hàng cá nhân,2/25/2024,2/25/2023," 21,600,000 ", Yes 
412042240000023,Chứng chỉ tiền gửi,VND,"1,800,000,000 "," 1,800,000,000 ",2/28/2017,2/28/2024," 1,800,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 76,680,000 ", Yes 
412042240000027,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/28/2017,2/28/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 42,600,000 ", Yes 
412042240000028,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/28/2017,2/28/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 42,600,000 ", Yes 
412042553400025,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",3/3/2022,3/3/2029," 400,000,000 ",,,,Khách hàng cá nhân,3/3/2029,3/3/2023," 16,727,671 ", Yes 
412042911500009,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",12/13/2019,12/13/2025," 150,000,000 ",,,,Khách hàng cá nhân,12/13/2025,12/13/2022," 8,520,000 ", Yes 
412043553200004,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",1/31/2020,1/31/2026," 200,000,000 ",,,,Khách hàng cá nhân,1/31/2026,1/31/2023," 9,586,849 ", Yes 
412043553200005,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/11/2020,2/11/2026," 200,000,000 ",,,,Khách hàng cá nhân,2/11/2026,2/11/2023," 9,152,877 ", Yes 
412043553200009,Chứng chỉ tiền gửi,VND,"60,000,000 "," 60,000,000 ",5/13/2020,5/13/2026," 60,000,000 ",,,,Khách hàng cá nhân,5/13/2026,5/13/2023," 1,715,178 ", Yes 
412044670500008,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",12/27/2019,12/27/2025," 150,000,000 ",,,,Khách hàng cá nhân,12/27/2025,12/27/2022," 8,225,753 ", Yes 
412045488000008,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",9/27/2019,9/27/2025," 500,000,000 ",,,,Khách hàng cá nhân,9/27/2025,9/27/2023," 443,836 ", Yes 
412046279100007,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",11/4/2019,11/4/2025," 100,000,000 ",,,,Khách hàng cá nhân,11/4/2025,11/4/2022," 6,438,630 ", Yes 
412047137500006,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",1/16/2020,1/16/2026," 200,000,000 ",,,,Khách hàng cá nhân,1/16/2026,1/16/2023," 10,178,630 ", Yes 
412047137500009,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",1/17/2022,1/17/2029," 150,000,000 ",,,,Khách hàng cá nhân,1/17/2029,1/17/2023," 7,604,384 ", Yes 
412047417900012,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",2/2/2017,2/2/2024," 500,000,000 ",,,,Khách hàng cá nhân,2/2/2024,2/2/2023," 23,900,000 ", Yes 
412047417900017,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",10/21/2020,10/21/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,10/21/2026,10/21/2022," 67,109,589 ", Yes 
412047417900018,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",10/7/2020,10/7/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,10/7/2026,10/7/2022," 69,832,877 ", Yes 
412047417900020,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",11/29/2019,11/29/2025," 400,000,000 ",,,,Khách hàng cá nhân,11/29/2025,11/29/2022," 23,809,315 ", Yes 
412047537300007,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",3/7/2017,3/7/2024," 50,000,000 ",,,,Khách hàng cá nhân,3/7/2024,3/7/2023," 2,040,000 ", Yes 
412047537300018,Chứng chỉ tiền gửi,VND,"2,500,000,000 "," 2,500,000,000 ",1/28/2022,1/28/2029," 2,500,000,000 ",,,,Khách hàng cá nhân,1/28/2029,1/28/2023," 121,315,068 ", Yes 
412047537300019,Chứng chỉ tiền gửi,VND,"650,000,000 "," 650,000,000 ",2/9/2022,2/9/2029," 650,000,000 ",,,,Khách hàng cá nhân,2/9/2029,2/9/2023," 30,003,288 ", Yes 
412047537300020,Chứng chỉ tiền gửi,VND,"520,000,000 "," 520,000,000 ",1/4/2020,1/4/2026," 520,000,000 ",,,,Khách hàng cá nhân,1/4/2026,1/4/2023," 27,695,342 ", Yes 
412047537300021,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",1/16/2020,1/16/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,1/16/2026,1/16/2023," 50,893,151 ", Yes 
412048671100009,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",8/28/2019,8/28/2025," 100,000,000 ",,,,Khách hàng cá nhân,8/28/2025,8/28/2023," 698,630 ", Yes 
412048671100011,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/11/2019,10/11/2025," 100,000,000 ",,,,Khách hàng cá nhân,10/11/2025,10/11/2022," 6,905,479 ", Yes 
412048671100012,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",10/11/2019,10/11/2025," 200,000,000 ",,,,Khách hàng cá nhân,10/11/2025,10/11/2022," 13,810,959 ", Yes 
412048671100013,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",10/11/2019,10/11/2025," 200,000,000 ",,,,Khách hàng cá nhân,10/11/2025,10/11/2022," 13,810,959 ", Yes 
412048671100014,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",12/4/2019,12/4/2025," 100,000,000 ",,,,Khách hàng cá nhân,12/4/2025,12/4/2022," 5,855,068 ", Yes 
